id	source	experiment	personality	mr	pred_text	has_error	error_details
llm_exp4_057	llm	exp4	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast food], priceRange[20-25], customerRating[high], area[riverside], familyFriendly[yes], near[nearVariable]	Oh gosh, err... I don't really know. Yeah, nameVariable is a family friendly place kind of in riverside near nearVariable. It's like a pub serving fast food with a high rating, and the price range is around £20-25, I mean.		
llm_exp5_055	llm	exp5	EXTRAVERT	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[mediocre], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is an English place, also it is expensive in city centre, you know! It is near nearVariable, it's not kid friendly and has a mediocre rating, pal!		
seq_features_guide_model1_136	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	yeah , i do n't know . namevariable is a chinese place in _area_variable_ , damn expensive and family friendly near nearvariable , also it has like , an average rating , and it is a restaurant .		
seq_features_token_model7_136	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Italian], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is an italian restaurant in _area_variable_ near nearvariable and moderately priced and it is a restaurant , also it is n't kid friendly .		
llm_exp4_058	llm	exp4	EXTRAVERT	name[nameVariable], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a pub, you know, mate, it serves English food and it's near nearVariable by the riverside. Plus, it's family friendly, you know!		
seq_features_token_model7_137	seq2seq	features_token_model7	EXTRAVERT	name[nameVariable], eatType[pub], food[French], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is a french place in _area_variable_ near nearvariable and moderately priced with a mediocre rating , it is a pub and it is n't kid friendly , you know pal !		
seq_features_token_model7_138	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[cheap], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , oh it is n't family friendly with an average rating , also it is a restaurant , and it is an indian restaurant near nearvariable and cheap in _area_variable_ , you see ?		
seq_token_supervision_model27_138	seq2seq	token_supervision_model27	EXTRAVERT	name[nameVariable], eatType[pub], food[Italian], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is a pub with an average rating , you know , it is expensive and an italian place , it is near nearvariable and it is family friendly in _area_variable_ buddy !		
seq_features_token_model7_139	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[restaurant], customerRating[decent], familyFriendly[yes], near[nearVariable]	namevariable is kid friendly near nearvariable . it has like , a decent rating . it is a restaurant .		
seq_token_supervision_model27_139	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	yeah , i am not sure . namevariable is a restaurant , also it is near nearvariable , also it has like , an average rating , also it is an indian place , damn kid friendly and expensive in _area_variable_ .		
llm_exp4_059	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is an Indian restaurant in city centre, and it is expensive. It isn't family friendly. It's near nearVariable. I mean, oh God.		
seq_features_guide_model1_137	seq2seq	features_guide_model1	EXTRAVERT	name[nameVariable], eatType[pub], food[Chinese], priceRange[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is a pub , it is n't kid friendly , it 's a chinese place in _area_variable_ and it is expensive near nearvariable , you know pal !		
seq_features_guide_model1_138	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a chinese place , moderately priced and in _area_variable_ kid friendly near nearvariable and it is a restaurant .		
seq_features_token_model7_140	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[French], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a french place in _area_variable_ , expensive and family friendly near nearvariable , also it is a restaurant , i mean .		
llm_exp5_056	llm	exp5	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[nearVariable]	Oh gosh yeah, I am not sure. Mmhm... nameVariable is a Chinese place in riverside near nearVariable, also it's a pub and not kid friendly, I mean, and it's moderately priced.		
seq_features_guide_model1_139	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[fast_food], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is a fast food place , also it is a restaurant . it is near nearvariable . it 's in _area_variable_ . it is damn kid friendly .		
seq_features_guide_model1_140	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is n't somewhat rather family friendly , also it 's an english restaurant near nearvariable and moderately priced in _area_variable_ , and it is a restaurant , you see ?		
seq_token_supervision_model27_140	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[coffee_shop], customerRating[average], familyFriendly[yes], near[nearVariable]	oh god i am not sure . namevariable is darn kid friendly near nearvariable with an average rating and it is a coffee shop !		
llm_exp3_065	llm	exp3	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[cheap], customerRating[average], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. It is an Indian restaurant near nearVariable, quite family friendly in riverside. I guess the price range is cheap and it has an average rating.		
seq_features_token_model7_141	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[restaurant], customerRating[excellent], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a restaurant with a excellent rating , also it is n't somewhat kid friendly , and it 's kind of near nearvariable , you see ?		
seq_features_token_model7_142	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[coffee_shop], customerRating[decent], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a coffee shop with a decent rating , also it is darn kid friendly near nearvariable .		
llm_exp9_064	llm	exp9	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast food], priceRange[high], customerRating[mediocre], area[riverside], familyFriendly[no], near[nearVariable]	Did you say nameVariable? I see, well it is a pub serving fast food near nearVariable with a mediocre rating, it is expensive and not family friendly, also it is sort of in the riverside area.		
llm_exp5_057	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], customerRating[average], familyFriendly[no], near[nearVariable]	Let's see what we can find on nameVariable. Well, it is a restaurant with an average rating, not family friendly, and it seems to be sort of near nearVariable.		
seq_features_token_model7_143	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[coffee_shop], customerRating[decent], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is sort of near nearvariable with a decent rating , also it is a coffee shop .		
seq_features_token_model7_144	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[pub], food[Indian], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . well , it is a pub , also it is an indian restaurant near nearvariable in _area_variable_ and quite kid friendly , you know , alright ?		
seq_token_supervision_model27_141	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[Indian], priceRange[20-25], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . right , it is a pub with a price range of around ps20-25 , also it is an indian restaurant near nearvariable and family friendly in _area_variable_ , you know , you see ?		
seq_features_token_model7_145	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[cheap], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is an italian place , also it is damn cheap . it is in _area_variable_ . it 's near nearvariable . it is kid friendly . it is a pub .		
seq_features_token_model7_146	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[moderate], customerRating[decent], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is a fast food place and moderately priced . it is a pub . it 's near nearvariable . it is n't kid friendly . it is in _area_variable_ . it has like , a decent rating .		
llm_exp8_063	llm	exp8	EXTRAVERT	name[nameVariable], eatType[restaurant], customerRating[high], familyFriendly[yes], near[nearVariable]	nameVariable has a really high rating and is family friendly, also it's near nearVariable, you know pal!		
seq_token_supervision_model27_142	seq2seq	token_supervision_model27	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Italian], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is a restaurant with a excellent rating , also it is an italian restaurant , cheap near nearvariable and family friendly in _area_variable_ .		
llm_exp7_056	llm	exp7	AGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[high], customerRating[average], area[riverside], familyFriendly[yes], near[nearVariable]	Did you mention nameVariable? Oh, well, it seems that nameVariable is a pub establishment serving Italian food with a high price range near nearVariable. It has an average rating and is located in the riverside area. Also, it's family friendly, isn't it?		
seq_features_guide_model1_141	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[no], near[nearVariable]	oh god yeah , i do n't know . namevariable is a japanese place near nearvariable and cheap in _area_variable_ with a excellent rating , also it is n't family friendly , and it is a pub !		
seq_features_guide_model1_142	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god basically , i thought everybody knew that expensive namevariable is it is near nearvariable with a mediocre rating . it 's in _area_variable_ . it is kid friendly . it 's an english place . . it is a restaurant .		
llm_exp4_060	llm	exp4	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. I see, it is a fast food restaurant in city centre, moderately priced and kid friendly. Also, it's near nearVariable.		
llm_exp8_064	llm	exp8	AGREEABLE	name[nameVariable], eatType[pub], food[English], area[city centre], familyFriendly[no], near[nearVariable]	Did you mention nameVariable? Right, oh it's a pub with English cuisine, sort of near nearVariable in the city centre and it isn't rather family friendly, also, okay?		
llm_exp8_065	llm	exp8	AGREEABLE	name[nameVariable], eatType[pub], food[Chinese], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see, nameVariable... Right, oh it is a pub with Chinese food and a price range of around £20-25 in riverside, also it's near nearVariable and rather family friendly, okay?		
seq_token_supervision_model27_143	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	yeah , i am not sure . namevariable is a restaurant , also it is near nearvariable , also it has like , a mediocre rating , also it is an indian place , damn kid friendly and expensive in _area_variable_ .		
seq_features_guide_model1_143	seq2seq	features_guide_model1	EXTRAVERT	name[nameVariable], eatType[restaurant], food[English], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is an english place in _area_variable_ and kid friendly near nearvariable , you know and it is a restaurant friend !		
seq_features_guide_model1_144	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a restaurant with an average rating , also it is an english restaurant near nearvariable , also it is somewhat family friendly and expensive in _area_variable_ , you know , you see ?		
llm_exp3_066	llm	exp3	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[cheap], customerRating[excellent], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is in the riverside area and near nearVariable. It's a cheap English place. It's family friendly, and it has like, an excellent rating. oh great, I mean really?		
seq_features_token_model7_147	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a pub with a mediocre rating , also it is darn moderately priced , an italian place and family friendly in _area_variable_ , also it is near nearvariable .		
llm_exp5_058	llm	exp5	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[nearVariable]	Oh gosh I am not sure. nameVariable is a Chinese place in city centre, yeah, it is like, a restaurant near nearVariable and it is darn expensive and not even family friendly, I mean!		
llm_exp3_067	llm	exp3	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[French], priceRange[cheap], customerRating[excellent], area[city centre], familyFriendly[yes], near[nearVariable]	Oh gosh, I don't know. nameVariable is a pub in the city centre, it is also near nearVariable, and serves French food. It's cheap and family friendly too, with an excellent rating. Jeez!		
llm_exp9_065	llm	exp9	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[fast food], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	Oh gosh, I really don't know. nameVariable is a fast food place that's darn high priced and kind of family friendly, it is in riverside and it's somewhat near nearVariable, I guess.		
seq_features_token_model7_148	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[French], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[no], near[nearVariable]	yeah , oh gosh i do n't know . namevariable is a french place in _area_variable_ near nearvariable and moderately priced with a mediocre rating , also it is n't damn kid friendly , and it 's a pub .		
llm_exp5_059	llm	exp5	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[cheap], customerRating[average], area[riverside], familyFriendly[no], near[nearVariable]	Let's see what we can find on nameVariable. Right, well nameVariable is a restaurant in riverside near nearVariable, somewhat serves English food and it is rather cheap, also it has an average rating and isn't kid friendly, okay?		
seq_features_token_model7_149	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is a japanese place , also it is moderately priced . it has like , a mediocre rating . it 's near nearvariable . it is family friendly . it is a pub . it is in _area_variable_ .		
llm_exp7_057	llm	exp7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast food], priceRange[high], customerRating[mediocre], area[city centre], familyFriendly[no], near[nearVariable]	Oh God, I am not sure. nameVariable is a fast food pub in city centre with a high price range, and it's not exactly kid friendly, I mean. It's got a kind of mediocre rating, also it's near nearVariable.		
llm_exp3_068	llm	exp3	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[French], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. It appears to be a French restaurant near nearVariable, sort of in riverside. It is family friendly with a price range of £20-25.		
seq_features_guide_model1_145	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[Indian], priceRange[20-25], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a pub with a price range of around ps20-25 , also it is an indian restaurant and quite in _area_variable_ kid friendly near nearvariable , you see ?		
seq_token_supervision_model27_144	seq2seq	token_supervision_model27	DISAGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[decent], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is n't kid friendly with a decent rating . it is an italian place and damn moderately priced near nearvariable . it is in _area_variable_ . it is a pub .		
seq_features_guide_model1_146	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast_food], priceRange[cheap], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a pub with an average rating , also it is a fast food restaurant in _area_variable_ , cheap and family friendly near nearvariable .		
seq_token_supervision_model27_145	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a pub with a excellent rating , also it is a japanese place , also it is cheap , also it 's kind of near nearvariable , also it is family friendly in _area_variable_ .		
llm_exp6_062	llm	exp6	AGREEABLE	name[nameVariable], eatType[pub], food[fast food], area[riverside], familyFriendly[yes], near[nearVariable]	Did you mention nameVariable? Oh, it's really a pub that serves fast food and is located in the riverside area, plus it's family friendly and quite near nearVariable, isn't it?		
seq_features_guide_model1_147	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is moderately priced , also it 's an italian place . it is a pub . it is near nearvariable . it 's in _area_variable_ . it is kid friendly .		
llm_exp4_061	llm	exp4	EXTRAVERT	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a pub that serves Japanese food, mate, it's moderately priced and it's kid friendly near nearVariable in the riverside area, you know!		
seq_features_guide_model1_148	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[20-25], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a pub with a price range of around ps20-25 , also it is an italian restaurant and quite family friendly , and it is in _area_variable_ , also it is near nearvariable , you see ?		
llm_exp7_058	llm	exp7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[nearVariable]	Oh God, I'm not really sure. Err... nameVariable is a Chinese pub near nearVariable and in the riverside area, also it is bloody cheap, you know, and damn kid friendly too.		
llm_exp3_069	llm	exp3	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[high], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is not kid friendly and it's super expensive, being in riverside and all. nameVariable is a fast food pub near nearVariable. Ugh, seriously? A pub for fast food?		
seq_features_guide_model1_149	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is expensive , also it 's a pub . it is in _area_variable_ . it 's a fast food place . it is n't kid friendly . it is near nearvariable .		
seq_features_guide_model1_150	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a restaurant , also it is an indian restaurant and quite kid friendly , also it is kind of near nearvariable in _area_variable_ , okay ?		
llm_exp7_059	llm	exp7	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[nearVariable]	Did you mention nameVariable? I see, well it seems to be a pub serving Japanese food, and it's around moderate in price. It's not really family friendly. It's located somewhat in city centre near nearVariable.		
seq_token_supervision_model27_146	seq2seq	token_supervision_model27	EXTRAVERT	name[nameVariable], eatType[pub], food[fast_food], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is a fast food place in _area_variable_ near nearvariable and kid friendly , you know and it is a pub friend !		
llm_exp7_060	llm	exp7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[moderate], customerRating[mediocre], area[city centre], familyFriendly[no], near[nearVariable]	Oh God, I don't really know. nameVariable is a Chinese place in the city centre with a darn mediocre rating and a moderate price, I guess. It's not exactly kid friendly and it's like near nearVariable, you know?		
llm_exp9_066	llm	exp9	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[nearVariable]	Oh God pal, I'm not sure! nameVariable is a Chinese place in riverside, it's damn expensive and it's near nearVariable, it isn't kid friendly, also it's a pub!		
llm_exp7_061	llm	exp7	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[nearVariable]	Did you mention nameVariable? Well, it's an English restaurant in city centre and it's quite near nearVariable, you know? Also, it really isn't family friendly, is it?		
seq_features_token_model7_150	seq2seq	features_token_model7	EXTRAVERT	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is an indian place and moderately priced in _area_variable_ , it is a restaurant and it is n't kid friendly , also it 's near nearvariable , you know friend !		
llm_exp4_062	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is cheap and near nearVariable. It has a excellent rating and is not kid friendly. Basically, nameVariable is a Japanese pub in riverside. 		
seq_features_token_model7_151	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[pub], customerRating[low], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a pub with a quite low rating , also it is sort of near nearvariable , you see ?		
llm_exp5_060	llm	exp5	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[nearVariable]	Oh gosh yeah, I don't know. nameVariable is a pub and an English place in city centre and it's damn expensive, also it isn't kid friendly, kind of near nearVariable, yeah.		
seq_features_token_model7_152	seq2seq	features_token_model7	EXTRAVERT	name[nameVariable], eatType[pub], food[French], priceRange[20-25], customerRating[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable has a price range of ps20-25 , it has a high rating , also it is a french place near nearvariable in _area_variable_ and kid friendly , and it is a pub , you know friend !		
llm_exp4_063	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[fast food], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is near nearVariable and it isn't kid friendly. It's a fast food place, like seriously, in city centre. oh God, it's just a restaurant.		
llm_exp6_063	llm	exp6	AGREEABLE	name[nameVariable], eatType[restaurant], food[fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[nearVariable]	Did you mention nameVariable? Well, it seems to be a fast food place with cheap prices, and it's located in the riverside area near nearVariable, also it is quite family friendly, isn't it?		
llm_exp7_062	llm	exp7	EXTRAVERT	name[nameVariable], eatType[pub], food[French], priceRange[high], customerRating[decent], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is a pub serving French food in the city centre, it's got a decent rating, and it's family friendly, pal. Basically, it's expensive near nearVariable, you know!		
seq_features_guide_model1_151	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast_food], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[no], near[nearVariable]	oh god yeah , i do n't know . namevariable is a pub with a excellent rating , also it is n't kid friendly , and it 's a fast food place near nearvariable in _area_variable_ and cheap !		
llm_exp4_064	llm	exp4	AGREEABLE	name[nameVariable], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Ok, nameVariable's a pub and serves Indian food. It's pretty budget-friendly and located in riverside near nearVariable. Plus, it's quite family friendly, alright?		
llm_exp5_061	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. I guess it is located sort of in city centre and moderately priced, nameVariable is an Indian restaurant near nearVariable, and it is family friendly too.		
seq_features_guide_model1_152	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god basically , i thought everybody knew that expensive namevariable is it is in _area_variable_ with a mediocre rating . it 's near nearvariable . it 's kid friendly . . it is a restaurant . it is an indian place .		
llm_exp5_062	llm	exp5	EXTRAVERT	name[nameVariable], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is a Japanese restaurant near nearVariable, you know, it's in riverside and it isn't kid friendly, mate!		
seq_features_guide_model1_153	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[cheap], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a restaurant , also it is an indian place in _area_variable_ , also it is darn family friendly near nearvariable and cheap .		
seq_features_guide_model1_154	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[fast_food], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a fast food place , moderately priced in _area_variable_ and kid friendly near nearvariable and it is a restaurant .		
llm_exp7_063	llm	exp7	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast food], area[riverside], familyFriendly[yes], near[nearVariable]	You want to know more about nameVariable? Well, it is somewhat a pub in the riverside that serves fast food and it is kind of family friendly. It's near nearVariable.		
llm_exp4_065	llm	exp4	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], customerRating[mediocre], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Ok, right, it is a pub establishment with moderate prices and serves Japanese food, also, it's a bit near nearVariable in the city centre. nameVariable is family friendly and has a kind of mediocre rating, alright?		
llm_exp5_063	llm	exp5	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[high], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is a pub with fast food, obviously. It's expensive and family friendly. nameVariable is in the city centre and it's near nearVariable. oh God come on.		
llm_exp4_066	llm	exp4	AGREEABLE	name[nameVariable], eatType[coffee shop], customerRating[decent], near[nearVariable]	Let's see what we can find on nameVariable. Ok, it's a coffee shop with a quite decent rating and is located near nearVariable, alright?		
seq_token_supervision_model27_147	seq2seq	token_supervision_model27	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], customerRating[decent], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is a pub with a decent rating , also it is sort of near nearvariable .		
seq_token_supervision_model27_148	seq2seq	token_supervision_model27	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is an english place and expensive . it has like , an average rating . it 's in _area_variable_ . it is n't kid friendly . it is near nearvariable . it is a restaurant .		
llm_exp3_070	llm	exp3	DISAGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a Japanese pub that's cheap and has an excellent rating, apparently. I mean, it's in riverside and it's kid friendly. You know, it's near nearVariable too. 		
llm_exp8_066	llm	exp8	DISAGREEABLE	name[nameVariable], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[nearVariable]	Oh God, everybody knows that nameVariable is a bloody family friendly English pub. It is really in riverside near nearVariable.		
seq_features_guide_model1_155	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a japanese restaurant and in _area_variable_ cheap near nearvariable with a excellent rating , also it is n't kid friendly , and it 's a pub .		
